gvkey,datadate,fyear,indfmt,datafmt,tic,conm,curcd,at,ceq,dlc,dltt,ebitda,fincf,ivncf,oancf
003231,20051231,2005,INDL,STD,CMA,COMERICA INC,USD,53013.0000,5068.0000,502.0000,3761.0000,1708.0000,502.0000,-878.0000,846.0000
003231,20061231,2006,INDL,STD,CMA,COMERICA INC,USD,58001.0000,5153.0000,1495.0000,5089.0000,1579.0000,4142.0000,-5292.0000,975.0000
003231,20071231,2007,INDL,STD,CMA,COMERICA INC,USD,62331.0000,5117.0000,4160.0000,7468.0000,1441.0000,2803.0000,-3811.0000,1014.0000
003231,20081231,2008,INDL,STD,CMA,COMERICA INC,USD,67548.0000,5023.0000,5424.0000,11378.0000,829.0000,4464.0000,-3417.0000,862.0000
003231,20091231,2009,INDL,STD,CMA,COMERICA INC,USD,59249.0000,4878.0000,3212.0000,8310.0000,386.0000,-7366.0000,9469.0000,91.0000
003231,20101231,2010,INDL,STD,CMA,COMERICA INC,USD,53667.0000,5793.0000,1495.0000,4773.0000,811.0000,-6026.0000,1206.0000,1286.0000
003231,20111231,2011,INDL,STD,CMA,COMERICA INC,USD,61008.0000,6868.0000,237.0000,4777.0000,1082.0000,1526.0000,-955.0000,902.0000
003231,20121231,2012,INDL,STD,CMA,COMERICA INC,USD,65359.0000,6942.0000,1165.0000,3665.0000,1221.0000,3962.0000,-3738.0000,754.0000
003231,20131231,2013,INDL,STD,CMA,COMERICA INC,USD,65227.0000,7153.0000,1509.0000,2287.0000,1223.0000,-93.0000,1174.0000,836.0000
003231,20141231,2014,INDL,STD,CMA,COMERICA INC,USD,69190.0000,7402.0000,722.0000,2073.0000,1288.0000,2724.0000,-3743.0000,639.0000
003231,20151231,2015,INDL,STD,CMA,COMERICA INC,USD,71877.0000,7560.0000,673.0000,2408.0000,1371.0000,2469.0000,-3255.0000,862.0000
003231,20161231,2016,INDL,STD,CMA,COMERICA INC,USD,72978.0000,7796.0000,525.0000,4660.0000,1429.0000,848.0000,-270.0000,493.0000
003231,20171231,2017,INDL,STD,CMA,COMERICA INC,USD,71567.0000,7963.0000,10.0000,4622.0000,1987.5000,-2338.0000,-138.0000,1103.0000
003243,19981231,1998,INDL,STD,C,CITIGROUP INC,USD,668641.0000,40395.0000,161257.0000,46513.0000,27383.0000,27962.0000,-31619.0000,4845.0000
003243,19991231,1999,INDL,STD,C,CITIGROUP INC,USD,716937.0000,47761.0000,172238.0000,44005.0000,31468.0000,27466.0000,-36010.0000,9154.0000
003243,20001231,2000,INDL,STD,C,CITIGROUP INC,USD,902210.0000,64461.0000,237072.0000,92414.0000,47803.0000,64875.0000,-68375.0000,2673.0000
003243,20011231,2001,INDL,STD,C,CITIGROUP INC,USD,1051450.0000,79722.0000,259931.0000,97554.0000,45732.0000,15248.0000,-37609.0000,26578.0000
003243,20021231,2002,INDL,STD,C,CITIGROUP INC,USD,1097190.0000,85318.0000,286396.0000,98850.0000,34175.0000,27950.0000,-59122.0000,29885.0000
003243,20031231,2003,INDL,STD,C,CITIGROUP INC,USD,1264032.0000,96889.0000,310436.0000,139725.0000,38225.0000,64405.0000,-46307.0000,-14854.0000
003243,20041231,2004,INDL,STD,C,CITIGROUP INC,USD,1484101.0000,108166.0000,348323.0000,171278.0000,39504.0000,83311.0000,-79231.0000,-2404.0000
003243,20051231,2005,INDL,STD,C,CITIGROUP INC,USD,1494037.0000,111412.0000,374436.0000,178324.0000,55548.0000,33283.0000,-58425.0000,31799.0000
003243,20061231,2006,INDL,STD,C,CITIGROUP INC,USD,1884318.0000,118783.0000,499293.0000,249975.0000,67835.0000,206430.0000,-204206.0000,13.0000
003243,20071231,2007,INDL,STD,C,CITIGROUP INC,USD,2187631.0000,113598.0000,562857.0000,326443.0000,53241.0000,144494.0000,-62377.0000,-71430.0000
003243,20081231,2008,INDL,STD,C,CITIGROUP INC,USD,1938470.0000,70966.0000,449196.0000,271121.0000,-5189.0000,-24537.0000,-77611.0000,96143.0000
003243,20091231,2009,INDL,STD,C,CITIGROUP INC,USD,1856646.0000,152388.0000,317885.0000,316857.0000,8419.0000,13006.0000,38286.0000,-55705.0000
003243,20101231,2010,INDL,STD,C,CITIGROUP INC,USD,1913902.0000,163156.0000,380663.0000,309710.0000,32341.0000,-77428.0000,43337.0000,35900.0000
003243,20111231,2011,INDL,STD,C,CITIGROUP INC,USD,1873878.0000,177494.0000,373694.0000,239598.0000,33877.0000,-56646.0000,11266.0000,47410.0000
003243,20121231,2012,INDL,STD,C,CITIGROUP INC,USD,1864660.0000,186487.0000,341811.0000,196812.0000,30682.0000,-25364.0000,18571.0000,14271.0000
003243,20131231,2013,INDL,STD,C,CITIGROUP INC,USD,1880382.0000,197601.0000,340477.0000,177692.0000,33691.0000,30896.0000,-93306.0000,57400.0000
003243,20141231,2014,INDL,STD,C,CITIGROUP INC,USD,1842530.0000,200066.0000,307887.0000,192010.0000,31400.0000,-70270.0000,29491.0000,45434.0000
003243,20151231,2015,INDL,STD,C,CITIGROUP INC,USD,1731210.0000,205139.0000,254282.0000,157738.0000,35673.0000,-64773.0000,14883.0000,39737.0000
003243,20161231,2016,INDL,STD,C,CITIGROUP INC,USD,1792077.0000,205867.0000,273479.0000,170053.0000,33093.0000,28292.0000,-79588.0000,53932.0000
003243,20171231,2017,INDL,STD,C,CITIGROUP INC,USD,1842465.0000,181487.0000,317073.0000,183231.0000,36092.0000,66854.0000,-58228.0000,-8587.0000
003310,19980331,1997,INDL,STD,CA,CA INC,USD,6706.0000,2481.0000,571.0000,1027.0000,2351.0000,-748.0000,-171.0000,1040.0000
003310,19990331,1998,INDL,STD,CA,CA INC,USD,8070.0000,2729.0000,492.0000,2032.0000,2511.0000,-171.0000,-944.0000,1267.0000
003310,20000331,1999,INDL,STD,CA,CA INC,USD,17493.0000,7037.0000,919.0000,4527.0000,3347.0000,2949.0000,-3606.0000,1566.0000
003310,20010331,2000,INDL,STD,CA,CA INC,USD,14143.0000,5780.0000,816.0000,3639.0000,143.0000,-1378.0000,-524.0000,1383.0000
003310,20020331,2001,INDL,STD,CA,CA INC,USD,12226.0000,4617.0000,508.0000,3334.0000,-490.0000,-776.0000,-141.0000,1251.0000
003310,20030331,2002,INDL,STD,CA,CA INC,USD,11054.0000,4363.0000,828.0000,2298.0000,31.0000,-908.0000,-124.0000,1309.0000
003310,20040331,2003,INDL,STD,CA,CA INC,USD,10679.0000,4718.0000,2.0000,2298.0000,417.0000,-852.0000,-95.0000,1280.0000
003310,20050331,2004,INDL,STD,CA,CA INC,USD,11163.0000,4942.0000,826.0000,1810.0000,495.0000,202.0000,-740.0000,1527.0000
003310,20060331,2005,INDL,STD,CA,CA INC,USD,10438.0000,4680.0000,1.0000,1810.0000,836.0000,-1468.0000,-847.0000,1380.0000
003310,20070331,2006,INDL,STD,CA,CA INC,USD,10585.0000,3690.0000,11.0000,2572.0000,914.0000,-515.0000,-202.0000,1068.0000
003310,20080331,2007,INDL,STD,CA,CA INC,USD,11756.0000,3709.0000,361.0000,2221.0000,1254.0000,-572.0000,-219.0000,1103.0000
003310,20090331,2008,INDL,STD,CA,CA INC,USD,11252.0000,4344.0000,650.0000,1287.0000,1502.0000,-759.0000,-284.0000,1212.0000
003310,20100331,2009,INDL,STD,CA,CA INC,USD,11838.0000,4983.0000,15.0000,1530.0000,1614.0000,-705.0000,-888.0000,1360.0000
003310,20110331,2010,INDL,STD,CA,CA INC,USD,12414.0000,5620.0000,269.0000,1282.0000,1640.0000,-320.0000,-684.0000,1381.0000
003310,20120331,2011,INDL,STD,CA,CA INC,USD,11997.0000,5397.0000,153.0000,1287.0000,1851.0000,-1330.0000,-451.0000,1478.0000
003310,20130331,2012,INDL,STD,CA,CA INC,USD,11811.0000,5450.0000,152.0000,1274.0000,1842.0000,-938.0000,-473.0000,1408.0000
003310,20140331,2013,INDL,STD,CA,CA INC,USD,12016.0000,5570.0000,653.0000,1252.0000,1727.0000,-421.0000,5.0000,1013.0000
003310,20150331,2014,INDL,STD,CA,CA INC,USD,10979.0000,5625.0000,148.0000,1253.0000,1627.0000,-977.0000,79.0000,982.0000
003310,20160331,2015,INDL,STD,CA,CA INC,USD,11204.0000,5378.0000,145.0000,1947.0000,1529.0000,-443.0000,-595.0000,1022.0000
003310,20170331,2016,INDL,STD,CA,CA INC,USD,12610.0000,5689.0000,155.0000,2773.0000,1474.0000,360.0000,-1337.0000,1039.0000
003310,20180331,2017,INDL,STD,CA,CA INC,USD,13060.0000,5895.0000,406.0000,2514.0000,1526.0000,-680.0000,-65.0000,1198.0000
003336,19980331,1997,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,4046.7950,2001.2750,28.9210,736.0540,816.1830,162.6650,-582.0070,583.3040
003336,19990331,1998,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,5007.7090,2399.8540,592.9420,397.8600,949.5140,219.2140,-705.0700,814.0620
003336,20000331,1999,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,5874.1240,3043.9740,249.2270,652.3670,1177.5530,-111.3500,-1176.5560,946.2680
003336,20010331,2000,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,8174.8000,3215.2000,1354.6000,1029.4000,1264.7000,1321.5000,-2243.4000,854.2000
003336,20020331,2001,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,8610.5000,3623.6000,331.0000,1873.1000,1393.4000,-133.9000,-1205.7000,1305.4000
003336,20030331,2002,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,10433.2000,4606.4000,274.8000,2204.9000,1429.0000,-20.2000,-994.0000,1148.2000
003336,20040331,2003,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,11804.0000,5503.7000,60.2000,2306.4000,1770.9000,-84.0000,-1278.4000,1677.5000
003336,20050331,2004,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,12633.9000,6494.7000,85.7000,1303.0000,1807.0000,-900.6000,-595.4000,1941.5000
003336,20060331,2005,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,12943.3000,6771.9000,85.3000,1376.8000,2047.1000,-150.7000,-1124.0000,1551.3000
003336,20070331,2006,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,13740.2000,5540.0000,93.7000,1412.2000,2123.1000,-955.5000,-872.7000,1578.6000
003336,20080331,2007,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,15774.8000,5461.8000,838.4000,2635.3000,2372.2000,997.9000,-2718.7000,1342.9000
003336,20090331,2008,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,15618.7000,5509.9000,61.9000,4172.6000,2396.4000,742.1000,-1038.0000,1986.4000
003336,20100331,2009,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,16455.0000,6446.0000,75.0000,3669.0000,2275.0000,-487.0000,-790.0000,1643.0000
003336,20110331,2010,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,16120.0000,7504.0000,170.0000,2409.0000,2152.0000,-1676.0000,-892.0000,1564.0000
003336,20120331,2011,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,11189.0000,2779.0000,1254.0000,1486.0000,1755.0000,-581.0000,-1308.0000,1176.0000
003336,20130331,2012,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,11251.0000,3135.0000,234.0000,2498.0000,2013.0000,-589.0000,456.0000,1119.0000
003336,20140331,2013,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,11389.0000,3912.0000,681.0000,2207.0000,2489.0000,-599.0000,-566.0000,1560.0000
003336,20150331,2014,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,10201.0000,2921.0000,904.0000,1765.0000,1302.0000,-1038.0000,-536.0000,1433.0000
003336,20160331,2015,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,7736.0000,2025.0000,710.0000,1934.0000,892.0000,-485.0000,-1180.0000,802.0000
003336,20170331,2016,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,8663.0000,1888.0000,738.0000,2225.0000,1088.0000,93.0000,-926.0000,978.0000
003336,20180331,2017,INDL,STD,DXC,DXC TECHNOLOGY COMPANY,USD,33921.0000,13487.0000,2073.0000,6306.0000,5010.0000,-1890.0000,-33.0000,3243.0000
003362,19980531,1997,INDL,STD,CAG,CONAGRA BRANDS INC,USD,11702.8000,2778.9000,910.3000,2487.4000,1752.4000,-203.2000,-383.5000,576.1000
003362,19990531,1998,INDL,STD,CAG,CONAGRA BRANDS INC,USD,12146.1000,2908.8000,859.0000,2543.1000,1920.7000,-214.9000,-1010.2000,1179.5000
003362,20000531,1999,INDL,STD,CAG,CONAGRA BRANDS INC,USD,12196.6000,2888.7000,1276.1000,2566.8000,2060.2000,215.2000,-811.4000,691.0000
003362,20010531,2000,INDL,STD,CAG,CONAGRA BRANDS INC,USD,16480.8000,3983.2000,2800.2000,4109.5000,2083.6000,1484.0000,-1568.1000,124.6000
003362,20020531,2001,INDL,STD,CAG,CONAGRA BRANDS INC,USD,15496.2000,4308.2000,239.9000,5743.7000,2292.9000,-1803.9000,-585.8000,2349.5000
003362,20030531,2002,INDL,STD,CAG,CONAGRA BRANDS INC,USD,15071.4000,4621.7000,535.6000,5395.2000,1948.2000,-829.3000,567.1000,732.9000
003362,20040531,2003,INDL,STD,CAG,CONAGRA BRANDS INC,USD,14222.2000,4793.9000,413.0000,5280.7000,1840.6000,-1344.6000,684.1000,581.0000
003362,20050531,2004,INDL,STD,CAG,CONAGRA BRANDS INC,USD,12791.7000,4859.4000,125.8000,4349.1000,1762.8000,-1810.7000,301.1000,1108.6000
003362,20060531,2005,INDL,STD,CAG,CONAGRA BRANDS INC,USD,11970.4000,4650.0000,431.1000,3154.8000,1458.7000,-1640.1000,696.8000,1067.3000
003362,20070531,2006,INDL,STD,CAG,CONAGRA BRANDS INC,USD,11835.5000,4582.9000,39.5000,3420.0000,1648.8000,-1062.7000,522.9000,943.4000
003362,20080531,2007,INDL,STD,CAG,CONAGRA BRANDS INC,USD,13682.5000,5337.4000,614.7000,3386.9000,1317.2000,-21.8000,-643.8000,102.1000
003362,20090531,2008,INDL,STD,CAG,CONAGRA BRANDS INC,USD,11073.3000,4720.9000,28.4000,3461.3000,1518.8000,-1827.0000,1791.2000,124.0000
003362,20100531,2009,INDL,STD,CAG,CONAGRA BRANDS INC,USD,11738.0000,4923.9000,260.8000,3226.4000,1632.8000,-404.5000,-355.3000,1472.7000
003362,20110531,2010,INDL,STD,CAG,CONAGRA BRANDS INC,USD,11408.7000,4701.5000,363.5000,2870.3000,1689.3000,-1432.1000,88.9000,1352.3000
003362,20120531,2011,INDL,STD,CAG,CONAGRA BRANDS INC,USD,11441.9000,4439.5000,78.1000,2858.6000,1221.0000,-849.6000,-1064.3000,1052.0000
003362,20130531,2012,INDL,STD,CAG,CONAGRA BRANDS INC,USD,20405.3000,5264.4000,702.9000,8886.9000,2065.1000,4133.0000,-5465.8000,1412.2000
003362,20140531,2013,INDL,STD,CAG,CONAGRA BRANDS INC,USD,19366.4000,5258.5000,226.0000,8767.6000,2302.4000,-1034.1000,-514.1000,1551.2000
003362,20150531,2014,INDL,STD,CAG,CONAGRA BRANDS INC,USD,17542.2000,4526.0000,1015.9000,6888.9000,2149.5000,-1430.2000,-41.6000,1480.6000
003362,20160531,2015,INDL,STD,CAG,CONAGRA BRANDS INC,USD,13390.6000,3713.6000,610.2000,4917.8000,1616.7000,-2681.4000,2127.4000,1207.4000
003362,20170531,2016,INDL,STD,CAG,CONAGRA BRANDS INC,USD,10096.3000,3990.8000,227.2000,2769.2000,1502.5000,-1569.1000,-189.3000,1175.5000
003413,19981231,1998,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,14381.4030,6025.6050,0.0000,4087.4030,1979.4780,-802.0830,-644.8370,1365.7570
003413,19991231,1999,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,15531.4760,5412.0070,890.3710,4559.1480,1945.6970,-638.0640,-184.5510,1205.3700
003413,20001231,2000,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,16767.2450,5472.3890,564.6320,5446.9130,1920.3330,-174.7630,-1175.6200,960.1610
003413,20011231,2001,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,16996.1110,5666.2680,654.6720,5542.3050,2118.2610,-379.1930,-724.4270,1349.9710
003413,20021231,2002,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,18820.3100,5921.0790,634.3110,6206.9170,1952.7620,-104.1040,-1628.1130,1505.3210
003413,20031231,2003,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,20966.0000,6423.0000,325.0000,6769.0000,1947.0000,143.0000,-1527.0000,1319.0000
003413,20041231,2004,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,22560.0000,7054.0000,625.0000,6594.0000,1898.0000,197.0000,-1540.0000,1320.0000
003413,20051231,2005,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,24850.0000,7310.0000,777.0000,7428.0000,2106.0000,539.0000,-1277.0000,793.0000
003413,20061231,2006,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,26699.0000,8004.0000,491.0000,8324.0000,2288.0000,577.0000,-1918.0000,1354.0000
003413,20071231,2007,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,28343.0000,9076.0000,1649.0000,7633.0000,2515.0000,647.0000,-2086.0000,1555.0000
003413,20081231,2008,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,33498.0000,9698.0000,845.0000,9249.0000,2376.0000,306.0000,-1071.0000,629.0000
003413,20091231,2009,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,33873.0000,10249.0000,731.0000,9868.0000,2690.0000,80.0000,-2360.0000,2466.0000
003413,20101231,2010,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,36146.0000,11061.0000,5.0000,10678.0000,2960.0000,-128.0000,-2175.0000,2381.0000
003413,20111231,2011,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,39214.0000,11436.0000,530.0000,10145.0000,3123.0000,-677.0000,-2150.0000,3137.0000
003413,20121231,2012,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,41209.0000,11869.0000,1245.0000,10064.0000,3294.0000,-330.0000,-2523.0000,2599.0000
003413,20131231,2013,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,40647.0000,12245.0000,1936.0000,10490.0000,3268.0000,387.0000,-2659.0000,2552.0000
003413,20141231,2014,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,44308.0000,12576.0000,1360.0000,11631.0000,3235.0000,-47.0000,-2759.0000,2831.0000
003413,20151231,2015,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,45642.0000,13052.0000,2268.0000,12006.0000,3562.0000,629.0000,-3657.0000,3277.0000
003413,20161231,2016,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,48255.0000,14298.0000,1093.0000,14735.0000,3687.0000,1345.0000,-4976.0000,3459.0000
003413,20171231,2017,INDL,STD,ED,CONSOLIDATED EDISON INC,USD,48111.0000,15418.0000,1877.0000,14731.0000,3950.0000,357.0000,-3703.0000,3367.0000
003439,19981231,1998,INDL,STD,CMS,CMS ENERGY CORP,USD,11310.0000,2216.0000,621.0000,5224.0000,1259.0000,1150.0000,-1634.0000,516.0000
003439,19991231,1999,INDL,STD,CMS,CMS ENERGY CORP,USD,15462.0000,2456.0000,782.0000,8194.0000,1507.0000,2678.0000,-3564.0000,917.0000
003439,20001231,2000,INDL,STD,CMS,CMS ENERGY CORP,USD,15851.0000,2361.0000,1110.0000,7913.0000,1364.0000,464.0000,-867.0000,453.0000
003439,20011231,2001,INDL,STD,CMS,CMS ENERGY CORP,USD,17102.0000,1890.0000,1397.0000,8197.0000,831.0000,716.0000,-1126.0000,417.0000
003439,20021231,2002,INDL,STD,CMS,CMS ENERGY CORP,USD,13915.0000,1133.0000,1098.0000,6355.0000,502.0000,-1237.0000,1084.0000,403.0000
003439,20031231,2003,INDL,STD,CMS,CMS ENERGY CORP,USD,13838.0000,1585.0000,519.0000,6762.0000,862.0000,230.0000,203.0000,-251.0000
003439,20041231,2004,INDL,STD,CMS,CMS ENERGY CORP,USD,15872.0000,2072.0000,476.0000,7263.0000,909.0000,-43.0000,-392.0000,398.0000
003439,20051231,2005,INDL,STD,CMS,CMS ENERGY CORP,USD,16020.0000,2322.0000,445.0000,7286.0000,126.0000,74.0000,-541.0000,646.0000
003439,20061231,2006,INDL,STD,CMS,CMS ENERGY CORP,USD,15371.0000,2234.0000,566.0000,6422.0000,577.0000,-434.0000,-751.0000,688.0000
003439,20071231,2007,INDL,STD,CMS,CMS ENERGY CORP,USD,14196.0000,2130.0000,723.0000,5788.0000,501.0000,-690.0000,658.0000,27.0000
003439,20081231,2008,INDL,STD,CMS,CMS ENERGY CORP,USD,14901.0000,2463.0000,514.0000,6243.0000,1384.0000,145.0000,-839.0000,559.0000
003439,20091231,2009,INDL,STD,CMS,CMS ENERGY CORP,USD,15256.0000,2602.0000,734.0000,6092.0000,1268.0000,-35.0000,-935.0000,848.0000
003439,20101231,2010,INDL,STD,CMS,CMS ENERGY CORP,USD,15616.0000,2793.0000,750.0000,6636.0000,1504.0000,202.0000,-1003.0000,959.0000
003439,20111231,2011,INDL,STD,CMS,CMS ENERGY CORP,USD,16452.0000,3028.0000,1057.0000,6207.0000,1549.0000,-199.0000,-1058.0000,1169.0000
003439,20121231,2012,INDL,STD,CMS,CMS ENERGY CORP,USD,17131.0000,3194.0000,651.0000,6863.0000,1667.0000,41.0000,-1350.0000,1241.0000
003439,20131231,2013,INDL,STD,CMS,CMS ENERGY CORP,USD,17416.0000,3454.0000,732.0000,7239.0000,1770.0000,190.0000,-1532.0000,1421.0000
003439,20141231,2014,INDL,STD,CMS,CMS ENERGY CORP,USD,19185.0000,3670.0000,600.0000,8139.0000,1846.0000,498.0000,-1910.0000,1447.0000
003439,20151231,2015,INDL,STD,CMS,CMS ENERGY CORP,USD,20340.0000,3938.0000,955.0000,8559.0000,1913.0000,463.0000,-2044.0000,1640.0000
003439,20161231,2016,INDL,STD,CMS,CMS ENERGY CORP,USD,21622.0000,4253.0000,1284.0000,8750.0000,2108.0000,255.0000,-1915.0000,1629.0000
003439,20171231,2017,INDL,STD,CMS,CMS ENERGY CORP,USD,23050.0000,4441.0000,1273.0000,9214.0000,2219.0000,110.0000,-1868.0000,1705.0000
003497,19981231,1998,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,3779.1000,1563.6000,124.4000,774.5000,681.4000,-1802.3000,1472.3000,320.7000
003497,19991231,1999,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,4143.4000,1743.1000,193.3000,894.5000,725.1000,44.2000,-440.1000,401.9000
003497,20001231,2000,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,4789.3000,1904.2000,217.2000,1300.8000,824.6000,235.6000,-738.9000,502.6000
003497,20011231,2001,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,4611.4000,2023.2000,193.8000,1107.0000,661.6000,-338.6000,-98.6000,422.4000
003497,20021231,2002,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,4687.9000,2002.4000,157.9000,1280.7000,515.5000,-132.5000,-52.9000,479.8000
003497,20031231,2003,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,4965.3000,2118.2000,6.6000,1336.7000,528.0000,-242.1000,-61.8000,445.3000
003497,20041231,2004,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,5340.8000,2286.5000,763.0000,698.6000,614.2000,-165.9000,-139.6000,473.6000
003497,20051231,2005,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,5215.1000,2205.2000,19.0000,1002.9000,670.8000,-664.2000,-90.2000,573.5000
003497,20061231,2006,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,5374.8000,2475.3000,305.7000,702.8000,810.9000,-300.0000,-346.8000,601.4000
003497,20071231,2007,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,6133.5000,2841.9000,356.2000,909.9000,971.1000,-152.8000,-833.6000,795.3000
003497,20081231,2008,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,6164.9000,2607.4000,300.6000,932.5000,1073.1000,-759.9000,-76.4000,896.4000
003497,20091231,2009,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,5984.4000,2963.3000,11.7000,922.7000,719.6000,-484.5000,-157.8000,751.9000
003497,20101231,2010,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,6668.6000,3206.1000,8.3000,1420.4000,841.3000,131.4000,-187.1000,700.5000
003497,20111231,2011,INDL,STD,CBE,COOPER INDUSTRIES PLC,USD,6447.6000,3536.0000,331.4000,1096.2000,889.9000,-502.3000,-413.6000,561.3000
003504,19981031,1998,INDL,STD,COO,COOPER COMPANIES INC,USD,296.0410,145.2530,11.5700,78.6770,37.9360,37.3270,-59.2900,11.3680
003504,19991031,1999,INDL,STD,COO,COOPER COMPANIES INC,USD,285.8730,164.1430,4.8880,57.0670,47.1690,-34.5660,20.1560,27.6980
003504,20001031,2000,INDL,STD,COO,COOPER COMPANIES INC,USD,322.5650,198.4380,8.0940,40.2570,55.6030,-7.2130,-40.5640,41.0280
003504,20011031,2001,INDL,STD,COO,COOPER COMPANIES INC,USD,396.8490,256.2840,8.2490,60.5530,65.7460,37.9860,-65.2080,25.6190
003504,20021031,2002,INDL,STD,COO,COOPER COMPANIES INC,USD,571.1150,311.4420,36.3330,127.3180,80.3400,96.3250,-155.0930,55.9470
003504,20031031,2003,INDL,STD,COO,COOPER COMPANIES INC,USD,705.5640,422.0470,20.6580,165.2030,107.7670,64.6040,-107.4280,79.5560
003504,20041031,2004,INDL,STD,COO,COOPER COMPANIES INC,USD,811.5610,544.1610,20.8710,144.8650,132.4020,-8.6730,-100.6370,101.1980
003504,20051031,2005,INDL,STD,COO,COOPER COMPANIES INC,USD,2179.8300,1273.2250,72.2600,632.6520,235.1340,551.7890,-742.3200,183.8430
003504,20061031,2006,INDL,STD,COO,COOPER COMPANIES INC,USD,2352.6010,1378.5090,61.3660,681.2860,223.1300,37.3180,-222.8170,162.7160
003504,20071031,2007,INDL,STD,COO,COOPER COMPANIES INC,USD,2560.2710,1423.5890,46.5140,830.1160,197.7190,125.1480,-264.5940,133.9840
003504,20081031,2008,INDL,STD,COO,COOPER COMPANIES INC,USD,2587.6160,1417.0760,43.0130,861.7810,214.4710,31.2040,-128.7570,96.5280
003504,20091031,2009,INDL,STD,COO,COOPER COMPANIES INC,USD,2551.9070,1540.3420,9.8440,771.6300,255.9340,-122.7390,-98.6370,223.1280
003504,20101031,2010,INDL,STD,COO,COOPER COMPANIES INC,USD,2525.0180,1666.7760,19.1590,591.9770,300.5440,-161.5670,-106.6040,267.6630
003504,20111031,2011,INDL,STD,COO,COOPER COMPANIES INC,USD,2624.5180,1937.4880,52.9790,327.4530,352.0050,-172.8730,-161.6750,336.2810
003504,20121031,2012,INDL,STD,COO,COOPER COMPANIES INC,USD,2941.3840,2192.7510,25.2840,348.4220,399.4540,-68.4430,-238.4740,315.1210
003504,20131031,2013,INDL,STD,COO,COOPER COMPANIES INC,USD,3137.2610,2404.5350,42.9870,301.6700,452.9810,-161.5970,-189.9180,415.9250
003504,20141031,2014,INDL,STD,COO,COOPER COMPANIES INC,USD,4458.3400,2569.8780,101.5180,1280.8330,506.3840,842.1650,-1346.4080,454.8230
003504,20151031,2015,INDL,STD,COO,COOPER COMPANIES INC,USD,4460.6100,2667.5090,244.1930,1105.7640,554.4930,-106.6770,-287.9470,390.9700
003504,20161031,2016,INDL,STD,COO,COOPER COMPANIES INC,USD,4475.9180,2699.8670,226.3250,1107.4480,613.5180,-1.3820,-418.7790,509.6370
