"","Year","name","MC.1000","sep"
"285",2018,"SIGM",238.094683333333,0.158332131161818
"286",2010,"SIGM",240.556378571429,-0.211594746037608
"287",2011,"TKLC",970.806864375,-0.220549401776127
"288",2010,"TKLC",614.03820125,-0.0822833185512302
"289",2011,"HGIC",905.781423333333,0.252289454413985
"290",2012,"HGIC",1113.87856583333,0.584608853175173
"291",2010,"HGIC",1573.2402925,0.189572719002678
"292",2011,"HVT",47.9451891666667,-0.0514650492334027
"293",2012,"HVT",39.2822954166667,-0.135322467610757
"294",2013,"HVT",39.21605,0.580223050525389
"295",2014,"HVT",63.3279175,0.917981509326027
"296",2015,"HVT",55.4218754166667,-0.261207383676876
"297",2016,"HVT",47.57550875,-0.00912188624843535
"298",2017,"HVT",39.8836845833333,0.18104793255779
"299",2018,"HVT",43.8697395833333,-0.0109812421116141
"300",2010,"HVT",36.8337988,-0.135265182706683
"301",2011,"NHTB",63.0017105666667,0.359101398752034
"302",2012,"NHTB",72.9994833333333,-0.0621779436144381
"303",2013,"NHTB",75.1891215,0.170868113253356
"304",2014,"NHTB",101.654471666667,0.247821835231742
"305",2015,"NHTB",124.8057635,0.0599515503278976
"306",2016,"LSBG",122.830237083333,-0.0688626531893441
"307",2010,"LSBG",145.365600666667,0.741670582263474
"308",2011,"LLTC",6699.77985666667,0.168275389330084
"309",2012,"LLTC",7279.97440166667,-0.105402144693809
"310",2013,"LLTC",7473.10299833333,0.187158059840444
"311",2014,"LLTC",9182.83591166667,0.354483812467751
"312",2015,"LLTC",10812.4475195833,0.0247955350747446
"313",2016,"LLTC",10620.9452891667,-0.0437082660239406
"314",2017,"LLTC",12619.6866366667,0.504708770093392
"315",2010,"LLTC",15353.232345,0.273067370738347
"316",2011,"CY",2042.43092333333,0.759470399630048
"317",2012,"CY",3251.52632583333,-0.0827898152932881
"318",2013,"CY",1947.59261291667,-0.331445872477262
"319",2014,"CY",1568.59462708333,0.0104323772010904
"320",2015,"CY",1679.49785333333,0.414705786820248
"321",2016,"CY",3571.28704916667,-0.284235068406541
"322",2017,"CY",3268.39813083333,0.215654129227284
"323",2018,"CY",4727.93103416667,0.373393995636329
"324",2010,"CY",5610.26304916667,-0.140213709040234
"325",2010,"AMFI",15.124764,-0.982030480013985
"326",2011,"TMP",414.9105875,0.101623150577354
"327",2012,"TMP",433.957420833333,0.018587696697552
"328",2013,"TMP",504.351841666667,0.0686036331112201
"329",2014,"TMP",651.995416666667,0.342346847551519
"330",2015,"TMP",709.16656,0.113754387804251
"331",2016,"TMP",804.522911666667,0.0477701933536296
"332",2017,"TMP",1072.35106,0.727235138197619
"333",2018,"TMP",1260.14438,-0.12045306504522
"334",2010,"TMP",1231.52818666667,-0.0559174017453534
"335",2011,"BCPC",751.533125833333,0.520145520050014
"336",2012,"BCPC",1144.77869833333,0.204379524629034
"337",2013,"BCPC",975.442169166667,-0.0954627183295288
"338",2014,"BCPC",1449.946785,0.617557923095511
"339",2015,"BCPC",1735.5639425,0.140374883169616
"340",2016,"BCPC",1840.04797,-0.0825324511519269
"341",2017,"BCPC",2144.9413475,0.386512393223544
"342",2018,"BCPC",2601.96172333333,-0.0345569150109423
"343",2010,"BCPC",2951.218225,-0.0220853505308558
"344",2011,"GENZ",16122.80378,0.452764433057567
"345",2010,"GENZ",19663.000865,0.308804235521503
"346",2011,"XOMA",104.775580308333,-0.510639044109488
"347",2012,"XOMA",82.7717983333333,-0.775828964544885
"348",2013,"XOMA",188.719551666667,1.08695783597007
"349",2014,"XOMA",378.608479583333,1.80416449136882
"350",2015,"XOMA",541.426718333333,-0.466568427754126
"351",2016,"XOMA",268.797184183333,-0.629526359269963
"352",2017,"XOMA",70.6624659416667,-0.841353578541397
"353",2018,"XOMA",108.853085,7.43601671533055
"354",2010,"XOMA",171.874750833333,-0.64466297369792
"355",2015,"ADPT",366.627261428571,-0.148565549535333
"356",2016,"SXCL",195.805394,-0.572498868811673
"357",2010,"SXCL",144.78772,-0.810143311270681
"358",2011,"DJCO",97.8306420583333,0.161290942873692
"359",2012,"DJCO",97.1844225,-0.0951388208629192
"360",2013,"DJCO",118.1963375,0.420569914715698
"361",2014,"DJCO",176.3606084525,1.07293421036561
"362",2015,"DJCO",259.489898849167,0.370914064707858
"363",2016,"DJCO",271.7877015475,-0.231967848171169
"364",2017,"DJCO",297.818401865,0.197031985790559
"365",2018,"DJCO",298.651029781667,-0.0478923650254309
"366",2010,"DJCO",320.877650515833,0.0164187501673674
"367",2011,"AMAG",597.6921025,-0.524060723111786
"368",2012,"AMAG",359.578374166667,0.0447529869376511
"369",2013,"AMAG",332.352454166667,-0.222105410714059
"370",2014,"AMAG",473.863811166667,0.650578130610402
"371",2015,"AMAG",579.7507625,0.7553528204452
"372",2016,"AMAG",1593.5259675,-0.291646618075761
"373",2017,"AMAG",896.773208333333,0.152699455779457
"374",2018,"AMAG",660.104858333333,-0.619253204656196
"375",2010,"AMAG",691.311886666667,0.146414955325524
"376",2011,"TCB",2166.88532833333,0.101639483225917
"377",2012,"TCB",2011.09314666667,-0.292531882482162
"378",2013,"TCB",1846.06677333333,0.198713221747574
"379",2014,"TCB",2410.33327666667,0.356082701919164
"380",2015,"TCB",2646.9352825,-0.0097400126412549
"381",2016,"TCB",2617.11759166667,-0.0984547075093619
"382",2017,"TCB",2424.00355166667,0.417145644157879
"383",2018,"TCF",2951.68216333333,0.0652167546744411
"384",2010,"TCF",3930.00702416667,-0.0252628344637443
"385",2011,"ASTE",652.347654166667,0.203044927743029
"386",2012,"ASTE",784.76056,-0.0061703450897258
"387",2013,"ASTE",719.052745,0.0714779546722195
"388",2014,"ASTE",805.011243333333,0.167795169302265
"389",2015,"ASTE",913.378058333333,0.0275480024278645
"390",2016,"ASTE",904.287734166666,0.0455051163204587
"391",2017,"ASTE",1254.37348,0.66950274605949
"392",2018,"ASTE",1328.50780333333,-0.126531504360414
"393",2010,"ASTE",1154.44102583333,-0.479339796684872
"394",2011,"NAVG",705.037380833333,0.0687758856924268
"395",2012,"NAVG",734.44422,-0.05302845825785
"396",2013,"NAVG",689.824947916667,0.0710981710431
"397",2014,"NAVG",823.205793333333,0.236734042701343
"398",2015,"NAVG",913.608985,0.161175940777698
"399",2016,"NAVG",1138.520505,0.169756676263346
"400",2017,"NAVG",1355.30439166667,0.376373805083904
"401",2018,"NAVG",1610.9030125,-0.169374673828231
"402",2010,"NAVG",1833.00876083333,0.43326223149243
"403",2011,"WERN",1575.19589916667,0.237568874735893
"404",2012,"WERN",1758.31326020833,0.0982245788327527
"405",2013,"WERN",1702.5881775,-0.0304837970800272
"406",2014,"WERN",1733.25783583333,0.150966811363152
"407",2015,"WERN",1925.591325,0.271396406761254
"408",2016,"WERN",1974.34516666667,-0.242741620101396
"409",2017,"WERN",1804.94046916667,0.163258892598721
"410",2018,"WERN",2276.5135625,0.44609019196426
"411",2010,"WERN",2578.88360916667,-0.228009957136722
"412",2010,"DINE",118.054938181818,0.0961747705335532
"413",2011,"SKYW",794.6233175,-0.0661684309640768
"414",2012,"SKYW",744.62978,-0.184534189400132
"415",2013,"SKYW",506.160794166667,0.00321024837585138
"416",2014,"SKYW",747.9200425,0.203794352912944
"417",2015,"SKYW",590.5221,-0.0886155335042189
"418",2016,"SKYW",820.612871666667,0.446459115830305
"419",2017,"SKYW",1346.36645583333,0.930152239738657
"420",2018,"SKYW",2066.54952083333,0.468396053819474
"421",2010,"SKYW",2919.70810416667,-0.156045434878066
"422",2011,"PATR",247.602471666667,-0.0158788175969163
"423",2012,"PATR",219.2772825,-0.29969918300707
"424",2013,"PATR",228.238108333333,0.310139699360238
"425",2014,"PATR",309.807604166667,0.46007624399598
"426",2015,"FRPH",348.597956666667,-0.0554084387741473
"427",2016,"FRPH",316.9855675,0.0807097751314336
"428",2017,"FRPH",335.615506666667,0.110783702453922
"429",2018,"FRPH",426.282883333333,0.173740671086337
"430",2010,"FRPH",559.9636875,0.039773161208787
"431",2011,"REFR",67.5447709416667,0.395779272849461
"432",2012,"REFR",92.545335,-0.359166662176795
"433",2013,"REFR",71.452175,0.10324393659742
"434",2014,"REFR",99.2016555,0.545454275928281
"435",2015,"REFR",128.727802933333,-0.114185912496601
"436",2016,"REFR",128.536158333333,0.017578219479119
"437",2017,"REFR",81.4690866666667,-0.650671853995506
"438",2018,"REFR",30.9167770333333,-0.428572215678342
"439",2010,"REFR",29.51432225,0.500001795618317
"440",2011,"AMWD",279.2871425,0.270368014063211
"441",2012,"AMWD",244.651028333333,-0.438053436841886
"442",2013,"AMWD",281.49467,1.03660531594764
"443",2014,"AMWD",515.93376875,0.420922151248083
"444",2015,"AMWD",542.377545833333,0.0230226202707979
"445",2016,"AMWD",993.09556,0.977746159776122
"446",2017,"AMWD",1221.1143375,-0.0591399010321465
"447",2018,"AMWD",1546.1162,0.730897175075143
"448",2010,"AMWD",1559.07016916667,-0.572514363973567
"449",2011,"MDCI",179.565955833333,-0.402743722076662
"450",2012,"MDCI",116.680599166667,-0.454069840633225
"451",2013,"MDCI",66.5747783333333,-0.485660167439813
"452",2014,"MDCI",115.993643333333,2.1821587999994
"453",2010,"MDCI",164.46559,0.886687283058312
"454",2011,"TWMC",54.130645,0.13244840877063
"455",2012,"TWMC",61.7694135,0.479472470583802
"456",2013,"TWMC",94.6662803833333,0.561285985853782
"457",2014,"TWMC",141.4426475,0.270152064861708
"458",2015,"TWMC",113.47329,-0.153130119192777
"459",2016,"TWMC",115.142554166667,0.0881444582381612
"460",2017,"TWMC",115.572900625,-0.0886876857852749
"461",2018,"TWMC",68.84421875,-0.440612859136625
"462",2010,"TWMC",40.03386305,-0.654794341705095
"463",2011,"ADM",18692.4525258333,-0.0188650181312301
"464",2012,"ADM",20397.1943783333,-0.0293984238646842
"465",2013,"ADM",18962.1578541667,-0.0189239810516584
"466",2014,"ADM",23455.7860916667,0.619627259558139
"467",2015,"ADM",30115.6040025,0.22305444636297
"468",2016,"ADM",28097.2607108333,-0.276784119563659
"469",2017,"ADM",24164.8633975,0.281529079162342
"470",2018,"ADM",24190.2458508333,-0.0951284345688853
"471",2010,"ADM",25456.4429125,0.0528592292296823
"472",2011,"AAN",314.378450833333,0.36357128173103
"473",2012,"AAN",2041.86838583333,0.311144733490109
"474",2013,"AAN",2132.367195,0.0623078086558293
"475",2014,"AAN",2151.46247666667,0.0422682132598424
"476",2015,"AAN",2091.1974675,0.0428172069051154
"477",2016,"AAN",2279.97177333333,-0.265298708105552
"478",2017,"AAN",1833.76272916667,0.434521607925417
"479",2018,"AAN",2647.2904975,0.249460618713864
"480",2010,"AAN",3146.04445333333,0.0580778191724383
"481",2011,"VIVO",829.693345833333,0.115499628455236
"482",2012,"VIVO",863.241645833333,-0.157617849365843
"483",2013,"VIVO",785.7294125,0.129881780023907
"484",2014,"VIVO",950.909751916667,0.343111400470093
"485",2015,"VIVO",813.9782625,-0.353814722919588
"486",2016,"VIVO",780.671126666667,0.302579976460246
"487",2017,"VIVO",798.631416666667,-0.100592853593017
"488",2018,"VIVO",597.621379166667,-0.180110834226036
"489",2010,"VIVO",663.9974525,0.280115792570496
"490",2011,"CLFD",33.4010266666667,0.55769300652847
"491",2012,"CLFD",75.5923565,0.879012910986726
"492",2013,"CLFD",61.913816375,-0.409985853784009
"493",2014,"CLFD",141.668173333333,3.50780096231694
"494",2015,"CLFD",222.874729166667,-0.391797149837418
"495",2016,"CLFD",201.3272,0.0893593440416922
"496",2017,"CLFD",248.667925833333,0.543624409291956
"497",2018,"CLFD",196.095620833333,-0.408213075635515
"498",2010,"CLFD",168.9418125,-0.190204141518627
"499",2011,"PDEX",5.99060669166667,0.326732482665264
"500",2012,"PDEX",7.47289353333333,0.224228378239737
"501",2013,"PDEX",6.883769825,-0.166943614909752
"502",2014,"PDEX",7.00131816666667,0.185425731922769
"503",2015,"PDEX",8.82033473333333,0.0164588886101948
"504",2016,"PDEX",9.5233312,-0.0219424100450895
"505",2017,"PDEX",17.5712720583333,0.945522564301728
"506",2018,"PDEX",25.2002775,0.446809792335685
"507",2010,"PDEX",36.363970175,0.77646886927987
"508",2011,"SERV",9.12367883333333,0.330221101259067
"509",2010,"SERV",10.4083314285714,0.898333550056963
"510",2010,"FEP",20.79976,0.0496847681808326
"511",2011,"WTS",956.939683333333,0.200279306790598
"512",2012,"WTS",1039.22187583333,-0.0530947116428524
"513",2013,"WTS",1098.00821583333,0.271544493804322
"514",2014,"WTS",1486.39512416667,0.453247663200791
